time,lat,long,mag,nst,net,id
54780,37.623166666667,-119.40666666667,1.47,20,nc,nc75193396
54770,32.429,-102.126,1.2,24,tx,tx2025lgam
54760,44.326166666667,-114.998,1.77,13,mb,mb90094983
54750,35.9088333,-117.7473333,1.16,22,ci,ci41180544
54740,38.828666687012,-122.80083465576,1.03,18,nc,nc75193386
54730,34.49,-97.193,1.2,48,ok,ok2025lfzf
54720,32.698,-117.1586667,1.16,18,ci,ci41180512
54710,38.833831787109,-122.80249786377,1.01,18,nc,nc75193376
54700,62.2046,-148.1145,1.4,,ak,ak0257cxb3mr
54690,34.9905,-118.1918333,1.23,24,ci,ci41180504
54680,61.3445,-150.0913,1.7,,ak,ak0257cwzb5f
54670,33.7863333,-116.0795,1.17,30,ci,ci41180480
54660,40.3865,-125.10083333333,2.69,74,nc,nc75193371
54650,16.6909,59.801,4.7,84,us,us6000qj7h
54640,33.3836667,-116.2895,1.35,64,ci,ci41180464
54630,35.9183333,-117.695,1.04,24,ci,ci41180432
54620,34.492,-119.0961667,1.7,34,ci,ci41180424
54610,31.669,-104.194,1.6,25,tx,tx2025lfxq
54600,32.422,-102.136,1.9,18,tx,tx2025lfxo
54590,31.67,-104.203,2,37,tx,tx2025lfxn
54580,4.9308,126.2131,4.4,54,us,us6000qj7b
54570,33.043,-114.9851667,1.41,10,ci,ci41180400
54560,63.4554,-151.3167,1.5,,ak,ak0257cwfaqs
54550,38.80016708374,-122.77083587647,1.74,40,nc,nc75193341
54540,-7.8741,108.6712,4.8,52,us,us6000qj73
54530,31.674,-104.195,2.2,38,tx,tx2025lfuo
54520,33.7863333,-116.0808333,1.98,64,ci,ci41180280
54510,34.54016667,-96.61383333,1.12,22,ok,ok2025lftz
54500,18.725666666667,-64.883666666667,3.26,14,pr,pr71485323
54490,61.8899,-150.5017,1.5,,ak,ak0257cvpg0o
54480,13.6777,120.6849,5.1,154,us,us6000qj67
54470,60.8474,-150.7662,1.7,,ak,ak0257cv9csm
54460,56.2905,-159.5185,1.04,9,av,av93632811
54450,35.3246667,-117.803,0.98,22,ci,ci41180248
54440,61.6738,-151.4256,1.3,,ak,ak0257cv74q4
54430,31.891,-103.628,1.6,6,tx,tx2025lfsd
54420,33.9666667,-118.2305,2.49,101,ci,ci41180208
54410,31.673,-104.19,1.8,26,tx,tx2025lfrs
54400,31.669,-104.189,2.3,22,tx,tx2025lfrr
54390,35.3178333,-117.8101667,1.63,42,ci,ci41180176
54380,65.3884,-152.9611,1.3,,ak,ak0257cuzaay
54370,28.554,-99.127,1.9,15,tx,tx2025lfqq
54360,62.7182,-148.9198,1.6,,ak,ak0257cumyj5
54350,60.8383,-150.7656,1.7,,ak,ak0257cum3m1
54340,31.66,-104.349,1.9,29,tx,tx2025lfqb
54330,17.949166666667,-67.089,2.2,6,pr,pr71485318
54320,19.848,-155.53383333333,2.03,52,hv,hv74693152
54310,31.613,-104.545,1.7,17,tx,tx2025lfpo
54300,63.2057,-151.3359,1.3,,ak,ak0257cuf9vs
54290,32.112,-101.056,1.7,11,tx,tx2025lfpn
54280,38.1827,-117.8711,1.4,12,nn,nn00898734
54270,48.163333333333,-121.8555,1.17,10,uw,uw62125611
54260,39.5345,-123.3595,1.52,31,nc,nc75193256
54250,61.767,-147.3633,1.6,,ak,ak0257ctrxjt
54240,33.5203333,-116.4975,1.06,46,ci,ci41180088
54230,61.7342,-150.6317,1.1,,ak,ak0257ctfwb4
54220,18.024666666667,-66.922,2.61,13,pr,pr71485308
54210,61.0612,-151.0266,1.5,,ak,ak0257ctex74
54200,40.305833333333,-124.64616666667,2.11,64,nc,nc75193241
54190,51.699833333333,-178.2445,1.54,10,av,av93044064
54180,32.097,-101.483,1.1,16,tx,tx2025lflr
54170,38.942333333333,-123.30116666667,1.06,20,nc,nc75193231
54160,38.3577,-118.9005,1.3,14,nn,nn00898727
54150,38.3543,-118.9074,1.9,15,nn,nn00898724
54140,44.323666666667,-115.002,1.67,12,mb,mb90094948
54130,51.6213,-176.8233,1.8,,ak,ak0257csvddo
54120,31.653,-104.413,1.8,20,tx,tx2025lfjw
54110,32.089,-101.492,1.9,34,tx,tx2025lfjm
54100,19.416666666667,-155.60216666667,2.47,54,hv,hv74693082
54090,38.076,-116.2427,1.8,9,nn,nn00898723
54080,52.5385,-169.1557,2.4,,ak,ak0257csk1o1
54070,54.0209,-163.0782,1.8,,ak,ak0257csajax
54060,34.499,-119.1026667,1.21,16,ci,ci41180032
54050,51.8967,-173.8306,2.6,,ak,ak0257cs6i8d
54040,33.6883333,-116.709,1,56,ci,ci41180016
54030,31.592,-104.557,1.5,23,tx,tx2025lfhw
54020,31.495,-104.006,1.8,21,tx,tx2025lfhq
54010,35.3205,-117.801,0.99,19,ci,ci41179984
54000,63.1268,-150.8209,1.4,,ak,ak0257cs0hyp
53990,57.4492,-155.8818,1.9,,ak,ak0257cs0bb1
53980,62.5576,-149.3198,2.1,,ak,ak0257crla0y
53970,61.2393,-146.8549,1.8,,ak,ak0257crksmu
53960,38.790000915527,-122.7799987793,1.04,20,nc,nc75193156
53950,36.605166666667,-121.14933333333,1.43,34,nc,nc75193151
53940,63.6451,-147.5351,2.8,,ak,ak0257crihyu
53930,19.164833068848,-155.47500610352,2.28,61,hv,hv74693032
53920,42.245833333333,-124.6375,1.9,8,uw,uw62125556
53910,32.112,-101.065,2.2,30,tx,tx2025lffo
53900,31.669,-104.417,2,29,tx,tx2025lffl
53890,35.04766667,-97.8115,1.01,55,ok,ok2025lffa
53880,66.0405,-151.5232,1.9,,ak,ak0257crcw24
53870,32.108,-101.065,2.2,28,tx,tx2025lfeu
53860,31.662,-104.426,1.6,18,tx,tx2025lfep
53850,36.69283333,-97.68283333,1.2,61,ok,ok2025lfee
53840,36.7666,-115.5127,1.6,39,nn,nn00898720
53830,36.764,-115.5304,1.8,39,nn,nn00898718
53820,51.8042,-175.4805,1.7,,ak,ak0257cqx28b
53810,38.767501831055,-122.72933197022,1.09,12,nc,nc75193136
53800,33.5303333,-116.8043333,1.31,75,ci,ci41179952
53790,61.4379,-146.136,1.5,,ak,ak0257cqrojb
53780,38.818832397461,-122.80799865723,1.08,19,nc,nc75193116
53770,52.061666666667,-176.52816666667,1.01,12,av,av93632541
53760,59.6777,-152.6474,1.6,,ak,ak0257cqi7pu
53750,37.8367,-116.0884,3.4,21,nn,nn00898714
53740,37.4785,-118.535,0.95,17,nc,nc75193111
53730,62.5753,-149.3197,2.9,,ak,ak0257cqhd27
53720,40.3035,-119.6304,1.2,8,nn,nn00898713
53710,61.3591,-150.7093,1.9,,ak,ak0257cqd6av
53700,35.3125,-117.8111667,0.96,21,ci,ci41179920
53690,32.7785,-115.2561667,1.95,33,ci,ci41179912
53680,40.3005,-119.6465,1.2,11,nn,nn00898711
53670,51.4924,-177.7805,1.5,,ak,ak0257cqa3tx
53660,44.3305,-115.005,1.58,13,mb,mb90094938
53650,62.8455,-150.9367,1.4,,ak,ak0257cq7t85
53640,33.2506667,-116.3825,1.03,59,ci,ci41179904
53630,65.698,-145.2384,1.7,,ak,ak0257cpvhpb
53620,53.8593,-166.4796,1.6,,ak,ak0257cpqsap
53610,51.9344,-176.4317,2.3,,ak,ak0257cpq6od
53600,52.0698,-175.6828,2.6,22,us,us6000qjeb
53590,48.789333333333,-125.32966666667,2.28,7,uw,uw62125536
53580,38.81583404541,-122.80100250244,1.1,28,nc,nc75193086
53570,38.80583190918,-122.77799987793,1.28,24,nc,nc75193081
53560,38.2337,-118.5201,1.2,16,nn,nn00898710
53550,51.146,-178.6194,1.8,,ak,ak0257cpbeme
53540,52.917,-167.0776,1.4,,ak,ak0257cpbco1
53530,51.1913,-178.5715,1.7,,ak,ak0257cp7awo
53520,61.5587,-150.2944,2.7,,ak,ak0257cp2cq5
53510,51.3367,-179.1965,1.8,,ak,ak0257cozmr7
53500,31.672,-104.381,2,17,tx,tx2025lexl
53490,52.125833333333,-174.42583333333,1.03,6,av,av93044019
53480,38.819499969482,-122.76149749756,1.1,12,nc,nc75193056
53470,46.944833333333,-112.4435,1.56,15,mb,mb90094933
53460,31.585,-104.569,1.5,19,tx,tx2025lewo
53450,31.67,-104.338,2.5,19,tx,tx2025lewj
53440,31.665,-104.346,1.4,8,tx,tx2025lewh
53430,38.011333333333,-122.31383333333,3.24,190,nc,nc75193041
53420,38.019833333333,-122.303,1.14,34,nc,nc75193031
53410,31.67,-104.339,2.1,32,tx,tx2025lewc
53400,44.835666666667,-111.505,1.13,17,mb,mb90094928
53390,39.4285,-123.29266666667,1.26,13,nc,nc75193026
53380,54.7937,-158.2475,2.6,,ak,ak0257cohdeq
53370,36.768833333333,-121.51416666667,1.84,57,nc,nc75193021
53360,48.503166666667,-123.28716666667,0.95,20,uw,uw62125511
53350,31.613,-104.549,1.8,21,tx,tx2025levd
53340,61.5311,-146.2856,1.9,,ak,ak0257co26fu
53330,34.94433333,-97.762,1.49,93,ok,ok2025leul
53320,30.958,-103.627,1.8,14,tx,tx2025leui
53310,65.5649,-151.8989,2.4,,ak,ak0257cnya4c
53300,51.2093,-176.2567,1.7,,ak,ak0257cnvyfp
53290,18.4005,94.6015,4.9,76,us,us6000qj3e
53280,61.8797,-149.3118,2.4,,ak,ak0257cnug6n
53270,44.241666666667,-114.06433333333,1.23,9,mb,mb90094923
53260,51.5912,-173.6192,2.3,,ak,ak0257cntkgp
53250,19.145666122436,-155.49966430664,2.34,54,hv,hv74692772
53240,55.153,-157.6169,3,,ak,ak0257cnielh
53230,-29.8927,-179.2868,4.6,53,us,us6000qj38
53220,60.8567,-147.1399,1.5,,ak,ak0257cne801
53210,66.3251,-157.3233,1.3,,ak,ak0257cnbkzy
53200,38.823501586914,-122.76550292969,1.04,12,nc,nc75192996
53190,60.2919,-152.1698,2,,ak,ak0257cn6gd5
53180,63.8198,-148.8818,1.3,,ak,ak0257cmwjdq
53170,44.3273,-115.005,2.5,26,us,us6000qj2w
53160,35.9718333,-117.3838333,1.36,26,ci,ci41179832
53150,38.80033493042,-122.75283050537,1.1,12,nc,nc75192981
53140,61.9036,-151.0698,1.5,,ak,ak0257cmspiu
53130,-32.249,-71.0761,4.1,28,us,us6000qj2v
53120,38.836833953857,-122.79833221435,1.33,23,nc,nc75192971
53110,59.8825,-148.4467,2,,ak,ak0257cm7rl1
53100,32.181,-101.696,1.3,14,tx,tx2025leot
53090,32.258,-101.942,1.9,37,tx,tx2025leom
53080,38.793998718262,-122.72883605957,1.01,9,nc,nc75192961
53070,44.328166666667,-114.99933333333,1.84,13,mb,mb90094903
53060,52.3905,-169.2416,1.7,,ak,ak0257bcgtfl
53050,19.869166666667,-155.72,2.6,52,hv,hv74692567
53040,51.4929,-177.8455,2.1,,ak,ak0257bcfpb9
53030,44.332333333333,-115.0055,2.19,14,mb,mb90094888
53020,61.9227,-149.249,2,,ak,ak0257bcefjv
53010,40.458166666667,-125.81,2.95,81,nc,nc75192946
53000,44.239,-114.07983333333,2.51,13,mb,mb90094878
52990,31.379,-103.733,1.8,20,tx,tx2025lemr
52980,38.835666656494,-122.78566741943,1.04,14,nc,nc75192941
52970,51.9141,-173.7562,1.6,,ak,ak0257bc5w6r
52960,60.0566,-153.0642,2.2,,ak,ak0257bc55kt
52950,31.656,-104.47,1.6,20,tx,tx2025lelq
52940,44.24,-114.067,2.41,18,mb,mb90094863
52930,-21.1604,-177.966,4.3,44,us,us6000qj2f
52920,62.1583,-148.691,1.9,,ak,ak0257bbthh9
52910,4.4167,-73.1305,4.8,65,us,us6000qj2c
52900,36.384166666667,-120.5925,1.59,33,nc,nc75192921
52890,14.2981,-87.1976,4.3,25,us,us6000qj2a
52880,37.491,-118.52333333333,1.85,27,nc,nc75192911
52870,54.5089,-162.0046,2.3,,ak,ak0257bbai89
52860,36.09733333,-97.8595,1.24,23,ok,ok2025leiw
52850,66.378,-146.5317,1.8,,ak,ak0257bb7doe
52840,40.5505,-124.31516666667,1.75,37,nc,nc75192896
52830,-47.9495,116.0545,5.5,55,us,us6000qj0l
52820,35.3368333,-117.8081667,1.23,31,ci,ci41179752
52810,33.9905,-116.5691667,1.06,54,ci,ci41179736
52800,-47.7822,116.0354,5.9,115,us,us6000qj0h
52790,49.3745,-120.512,1.98,7,uw,uw62125336
52780,33.7083333,-117.0698333,1.5,68,ci,ci41179712
52770,19.222833633423,-155.35400390625,2.07,51,hv,hv74692452
52760,62.2736,-153.2922,1.4,,ak,ak0257bamjel
52750,51.4827,-177.8484,2,,ak,ak0257balv1t
52740,44.3265,-114.99633333333,2.13,16,mb,mb90094828
52730,61.6481,-150.4354,1.5,,ak,ak0257bajk59
52720,21.6634,143.0225,4.1,53,us,us6000qj0b
52710,62.9358,-151.2887,1.7,,ak,ak0257bahujc
52700,47.729833333333,-120.33183333333,1.05,13,uw,uw62125326
52690,31.649,-104.311,2.2,22,tx,tx2025legn
52680,31.662,-104.31,1.9,34,tx,tx2025legm
52670,35.727666666667,-120.31233333333,0.95,22,nc,nc75192876
52660,36.376666666667,-120.60566666667,2.02,51,nc,nc75192871
52650,19.207833333333,-155.38033333333,2.84,58,hv,hv74692432
52640,51.7398,-178.1854,1.6,,ak,ak0257ba3op6
52630,31.661,-104.306,1.7,30,tx,tx2025lefq
52620,19.270833333333,-155.47,1.87,40,hv,hv74692417
52610,51.988666666667,178.45783333333,1.09,4,av,av93632021
52600,63.6424,-147.478,1.3,,ak,ak0257ba1i6d
52590,-27.877,-66.9495,4.7,61,us,us6000qizy
52580,31.661,-104.307,1.7,28,tx,tx2025lefc
52570,44.2465,-114.07633333333,1.34,6,mb,mb90094818
52560,31.657,-104.302,2.1,37,tx,tx2025leej
52550,17.907166666667,-67.127833333333,2.41,6,pr,pr71485278
52540,47.406333333333,-122.386,1.3,29,uw,uw62125301
52530,35.7245,-121.05583333333,1.66,51,nc,nc75192856
52520,44.331,-115.00433333333,2.53,17,mb,mb90094813
52510,44.328166666667,-115.0035,2.18,14,mb,mb90094808
52500,61.0396,-147.0896,1.5,,ak,ak0257b9gsye
52490,37.412333333333,-118.8425,1.01,25,nc,nc75192851
52480,-18.9172,169.424,4.4,47,us,us6000qizr
52470,19.219333648682,-155.35516357422,1.81,48,hv,hv74692372
52460,38.819831848145,-122.82266998291,1.36,24,nc,nc75192846
52450,35.3721667,-118.5215,1.45,34,ci,ci41179504
52440,39.4885,-121.9785,1.81,15,nc,nc75192841
52430,19.186166763306,-155.49133300781,1.78999996,58,hv,hv74692367
52420,55.8487,-155.5157,2.7,,ak,ak0257b9cj72
52410,35.8235,-119.81366666667,1.75,51,nc,nc75192831
52400,52.924166666667,-169.48783333333,1.27,5,av,av93631966
52390,44.234166666667,-114.0705,2.1,13,mb,mb90094803
52380,60.4342,-147.2107,1.7,,ak,ak0257b96hty
52370,31.652,-104.281,1.6,27,tx,tx2025lebs
52360,34.2255,-117.4428333,1.4,49,ci,ci41179472
52350,45.698166666667,-122.60716666667,1.22,17,uw,uw62125266
52340,4.3762,-73.2176,4.5,54,us,us6000qizg
52330,19.374833333333,-154.98816666667,1.63,23,hv,hv74692337
52320,44.238166666667,-114.06366666667,1.98,10,mb,mb90094798
52310,36.1585,-118.0531667,1.27,28,ci,ci41179448
52300,44.2835,-114.1059,3.2,50,us,us6000qiz8
52290,44.323166666667,-115.0005,2.02,14,mb,mb90094783
52280,44.2837,-114.0772,4.3,94,us,us6000qiz0
52270,31.662,-104.311,2.3,30,tx,tx2025ldzs
52260,38.831832885742,-122.81466674805,1.1,22,nc,nc75192806
52250,54.0164,-164.4962,1.9,,ak,ak0257b8kmjw
52240,40.321,-124.72683333333,1.73,54,nc,nc75192801
52230,31.663,-104.309,2.9,33,tx,tx2025ldzc
52220,31.657,-104.31,2.3,37,tx,tx2025ldyy
52210,49.0748,155.6819,4.2,32,us,us6000qiyu
52200,60.1411,-152.8611,1.7,,ak,ak0257b85tjz
52190,4.4201,-73.3408,4.9,101,us,us6000qiys
52180,17.932833333333,-67.103666666667,2.94,19,pr,pr71485263
52170,31.615,-104.402,1.4,21,tx,tx2025ldya
52160,19.211,-65.4391,3.56,20,pr,pr2025159004
52150,19.147666931152,-155.47399902344,1.87,54,hv,hv74692292
52140,34.1658333,-116.4238333,1.18,48,ci,ci41179336
52130,33.1981667,-115.601,1.07,17,ci,ci41179312
52120,47.184,-123.11616666667,1.55,22,uw,uw62125216
52110,60.3336,-153.1049,2,,ak,ak0257b7j3id
52100,19.2701,-65.521,3.56,23,pr,pr2025159003
52090,55.0966,-160.6099,1.9,,ak,ak0257b7hntg
52080,44.2915,-115.18516666667,1.82,11,mb,mb90094758
52070,58.6353,-151.1725,2,,ak,ak0257b7gya7
52060,-59.7519,-150.4605,5.1,34,us,us6000qiye
52050,61.7027,-151.8742,1.5,,ak,ak0257b72smc
52040,38.806331634521,-122.78366851807,1.08,13,nc,nc75192766
52030,31.625,-104.538,1.9,31,tx,tx2025lduk
52020,62.9485,-151.1495,1.5,,ak,ak0257b6xoit
52010,38.1489,-117.9761,1.3,12,nn,nn00898679
52000,17.977833333333,-66.760166666667,2.57,15,pr,pr71485223
51990,52.6761,-164.5856,2.6,,ak,ak0257b6fuiu
51980,4.3646,-73.262,4.7,66,us,us6000qiy2
51970,33.2503333,-116.3881667,0.97,63,ci,ci41179272
51960,38.437,-116.472,2,8,nn,nn00898678
51950,4.512,-73.1553,6.3,158,us,us6000qixr
51940,38.3733,-115.8301,2.5,18,nn,nn00898668
51930,35.3336667,-117.8101667,1.65,47,ci,ci41179248
51920,44.9386,-73.4478,2,29,us,us6000qixm
51910,44.34,-115.02633333333,1.44,8,mb,mb90094743
51900,61.9312,-147.212,1.4,,ak,ak0257b5qktb
51890,35.3205,-117.807,1.03,34,ci,ci41179240
51880,47.801666666667,-122.02916666667,1.69,40,uw,uw62125191
51870,61.4949,-151.7007,1.6,,ak,ak0257b5myye
51860,63.1391,-150.6559,1.5,,ak,ak0257b5cfdg
51850,52.2297,-176.5014,2.5,,ak,ak0257b5bquz
51840,31.685,-104.343,1.5,32,tx,tx2025ldpb
51830,34.0105,-117.0085,1.04,62,ci,ci41179216
51820,17.9915,-67.1753,3.31,20,pr,pr2025159002
51810,44.327333333333,-114.9995,1.7,15,mb,mb90094738
51800,-57.1948,-67.9838,4.4,22,us,us6000qixb
51790,38.81266784668,-122.82350158691,1.07,24,nc,nc75192711
51780,59.7859,-153.431,1.9,,ak,ak0257b4qcyy
51770,33.57,-117.2985,1.1,54,ci,ci41179176
51760,32.414,-102.073,1.2,20,tx,tx2025ldlz
51750,19.372666666667,-155.25683333333,1.6,18,hv,hv74692117
51740,17.9923,-67.1711,3.23,20,pr,pr2025159001
51730,44.327,-115.00116666667,1.8,15,mb,mb90094718
51720,38.822166442871,-122.7851638794,0.96,14,nc,nc75192691
51710,38.821834564209,-122.78717041016,1.28,17,nc,nc75192686
51700,34.0351667,-117.2365,1.3,84,ci,ci41179144
51690,37.7635,-122.00833333333,1.5,36,nc,nc75192676
51680,33.569,-116.7216667,0.97,55,ci,ci41179136
51670,38.83466720581,-122.7851638794,1.1,20,nc,nc75192671
51660,-25.5393,-177.1401,4.8,91,us,us6000qix4
51650,60.9107,-147.4679,2.2,,ak,ak0257b3zm4y
51640,32.837,-116.2348333,1,42,ci,ci41179128
51630,36.2035,-121.52716666667,1.17,26,nc,nc75192651
51620,36.914833333333,-121.33366666667,1.58,48,nc,nc75192646
51610,19.4355,-65.4388,3.46,14,pr,pr2025159000
51600,16.9837,-85.6654,4.6,89,us,us6000qiwx
51590,44.342833333333,-115.02783333333,1.98,16,mb,mb90094708
51580,17.9025,-67.124666666667,2.43,8,pr,pr71485163
51570,63.2769,-151.4069,1.4,,ak,ak0257b3csrj
51560,62.8702,-150.9623,1.5,,ak,ak0257b2yqjd
51550,48.105833333333,-124.47583333333,1.75,16,uw,uw62125141
51540,44.303,-115.15066666667,2.31,21,mb,mb90094698
51530,17.935333333333,-67.099666666667,2.83,13,pr,pr71485148
51520,33.1566667,-115.9485,1.38,53,ci,ci41179104
51510,56.082,-158.9922,2.5,,ak,ak0257b2odrw
51500,35.3338333,-117.8165,0.98,21,ci,ci41179096
51490,31.669,-104.197,1.5,34,tx,tx2025ldfw
51480,51.7597,-166.831,3.3,25,us,us6000qj63
51470,38.321666666667,-119.51133333333,2.11,39,nc,nc75192616
51460,38.835334777832,-122.78383636475,1.04,15,nc,nc75192611
51450,32.6318333,-115.7011667,1.27,26,ci,ci41179088
51440,37.3965,-121.73983333333,1.03,28,nc,nc75192606
51430,31.7,-104.366,1.7,12,tx,tx2025ldem
51420,19.131,-66.0785,3.2,15,pr,pr71485138
51410,31.697,-104.373,2.7,40,tx,tx2025ldeb
51400,31.673,-104.388,1.5,17,tx,tx2025ldea
51390,31.675,-104.386,2.1,26,tx,tx2025lddw
51380,32.112,-101.056,1.7,17,tx,tx2025lddu
51370,59.588,-152.309,1.9,,ak,ak0257b1mhcg
51360,-11.6265,116.6006,4.3,32,us,us6000qiwc
51350,19.074333333333,-66.095666666667,3.21,16,pr,pr71485133
51340,52.3544,-173.3169,3.5,20,us,us6000qj62
51330,17.932333333333,-66.8525,2.22,12,pr,pr71485128
51320,60.2622,-140.912,1.6,,ak,ak0257b1iugx
51310,-47.8731,116.1091,5.2,41,us,us6000qiw6
51300,51.7555,-176.3819,1.7,,ak,ak0257b13srp
51290,87.0279,47.361,5.3,109,us,us6000qiw2
51280,19.085833333333,-66.127833333333,3.02,15,pr,pr71485118
51270,33.8698333,-117.6938333,1.35,57,ci,ci41179024
51260,51.6198,179.7286,2,,ak,ak0257b108oh
51250,34.1631667,-116.4235,1.12,47,ci,ci41178992
51240,32.049,-103.731,1.5,15,tx,tx2025ldak
51230,33.9006667,-117.6665,1.27,53,ci,ci41178984
51220,32.049,-103.732,2.2,34,tx,tx2025ldaf
51210,53.8325,-164.2458,2.2,,ak,ak0257b0iez1
51200,-0.5785,121.9232,4.6,27,us,us6000qivz
51190,44.2109,-102.5296,2.6,13,us,us6000qivx
51180,31.613,-104.363,1.9,34,tx,tx2025lcyx
51170,51.6137,-178.392,1.4,,ak,ak0257b0c0y3
51160,18.160666666667,-67.011333333333,2.93,24,pr,pr71485103
51150,38.801166666667,-122.45183333333,1.31,28,nc,nc75192571
51140,39.3595,-111.421,1.54,23,uu,uu80109956
51130,33.8821667,-116.8023333,1.12,57,ci,ci41178976
51120,38.833000183105,-122.80149841309,1.1,14,nc,nc75192566
51110,31.657,-104.306,1.5,35,tx,tx2025lcxp
51100,-47.8013,116.0635,4.8,25,us,us6000qivk
51090,-22.7164,-66.5489,4.2,31,us,us6000qivj
51080,61.5969,-146.3896,1.6,,ak,ak0257azqrgz
51070,56.278,-159.53483333333,1.7,5,av,av93631466
51060,45.780666666667,-124.95816666667,2.27,21,uw,uw62125041
51050,32.758,-115.4296667,1.5,25,ci,ci41178920
51040,52.4079,-173.3007,3.6,18,us,us6000qj5u
51030,31.661,-104.303,1.7,28,tx,tx2025lcvt
51020,-20.7711,-177.8715,4.3,54,us,us6000qiv9
51010,31.652,-104.457,1.6,23,tx,tx2025lcvl
51000,31.504,-103.997,1.5,15,tx,tx2025lcvh
50990,31.672,-104.388,2,31,tx,tx2025lcut
50980,31.676,-104.397,2,28,tx,tx2025lcus
50970,14.6567,144.2792,5.3,71,us,us6000qiv6
50960,31.641,-104.471,3.1,50,tx,tx2025lcts
50950,52.0088,-176.1512,2.2,,ak,ak0257ayoncq
50940,34.0025,-116.2806667,1.4,47,ci,ci41178848
50930,36.060333333333,-120.202,1.65,31,nc,nc75192516
50920,35.3253333,-117.8038333,1.4,40,ci,ci41178840
50910,51.2756,-178.0415,1.6,,ak,ak0257ayjxyp
50900,51.6369,-177.5397,2,,ak,ak0257ayicgt
50890,50.6205,-175.4632,2.1,,ak,ak0257ayh419
50880,19.382666666667,-155.254,1.56,53,hv,hv74691662
50870,34.3655,-116.4456667,1.5,41,ci,ci41178816
50860,-34.4689,-70.3886,4.1,22,us,us6000qiu3
50850,32.455,-102.265,1.3,15,tx,tx2025lcrs
50840,32.438,-102.255,1.5,35,tx,tx2025lcrp
50830,33.5065,-116.6821667,0.96,35,ci,ci41178808
50820,56.288333333333,-159.50966666667,1.34,5,av,av93631351
50810,44.3236,-115.0269,2.5,23,us,us6000qisi
50800,-47.8269,116.0162,6.2,54,us,us6000qisj
50790,44.988166666667,-112.99466666667,1.93,23,mb,mb90094628
50780,62.0195,-149.5562,2.2,,ak,ak02579o8z3k
50770,60.298,-150.6649,1.7,,ak,ak02579o6m93
50760,53.853,-166.46866666667,1.2,16,av,av93631286
50750,17.9155,-66.85,2.15,5,pr,pr71485083
50740,14.4759,144.2903,4.9,61,us,us6000qis7
50730,31.68,-104.387,2.1,40,tx,tx2025lcok
50720,-7.7091,128.0061,4.4,27,us,us6000qis4
50710,17.918333333333,-66.950333333333,2.28,6,pr,pr71485078
50700,38.771999359131,-122.735496521,1.09,12,nc,nc75192471
50690,35.3523333,-117.8036667,1.43,38,ci,ci41178752
50680,37.3025,-114.6428,1.8,11,nn,nn00898647
50670,31.455,-103.982,1.9,13,tx,tx2025lcmi
50660,31.595,-104.35,1.7,12,tx,tx2025lcme
50650,60.9312,-151.2419,1.8,,ak,ak02579n2iqd
50640,33.1893333,-116.041,1.65,61,ci,ci41178624
50630,31.649,-104.465,1.8,20,tx,tx2025lcln
50620,38.688166666667,-122.49766666667,1.08,25,nc,nc75192456
50610,59.6479,-152.3247,3,,ak,ak02579myy99
50600,34.0123333,-117.1651667,1.02,31,ci,ci41178608
50590,39.2255,-123.111,2.19,71,nc,nc75192441
50580,31.667,-104.201,1.1,21,tx,tx2025lckj
50570,31.673,-104.401,1.7,19,tx,tx2025lckg
50560,31.696,-104.37,2.3,39,tx,tx2025lcke
50550,54.534833333333,-164.69133333333,1.85,7,av,av93631146
50540,31.675,-104.394,1.8,21,tx,tx2025lcjp
50530,44.761,-111.11166666667,1.62,15,uu,uu80109941
50520,64.9339,-147.3143,1.5,,ak,ak02579m8xim
50510,31.668,-104.188,1.6,30,tx,tx2025lcin
50500,19.228,-155.38833333333,2.53,52,hv,hv74691362
50490,35.3568333,-117.8076667,2.12,48,ci,ci41178528
50480,36.934833333333,-121.67616666667,1.31,28,nc,nc75192421
50470,37.479833333333,-121.832,0.95,23,nc,nc75192416
50460,37.806999206543,-121.98217010498,1.09,7,nc,nc75192411
50450,60.9503,-150.6044,2.8,62,us,us6000qire
50440,34.0018333,-116.7918333,1.13,41,ci,ci41178512
50430,37.315,-114.6468,2.8,69,nn,nn00898642
50420,62.5548,-150.2067,2,,ak,ak02579lt6d9
50410,38.932333333333,-123.73266666667,1.57,15,nc,nc75192396
50400,62.3434,-149.4537,1.6,,ak,ak02579lpfv9
50390,51.652166666667,-177.4145,1.04,10,av,av93631071
50380,37.8065,-121.98133333333,1.71,40,nc,nc75192391
50370,39.192,-123.08283333333,1.36,27,nc,nc75192386
50360,61.3862,-150.552,1.5,,ak,ak02579lne33
50350,38.790500640869,-122.73566436768,1.35,23,nc,nc75192366
50340,63.3258,-144.993,1.4,,ak,ak02579la2h6
50330,29.497,-97.807,1.7,5,tx,tx2025lcfw
50320,33.0035,-116.2648333,1.81,71,ci,ci41178456
50310,35.5478333,-117.5585,2.68,47,ci,ci41178440
50300,31.665,-104.392,1.5,20,tx,tx2025lcey
50290,31.672,-104.39,1.5,20,tx,tx2025lcem
50280,31.679,-104.398,2.5,14,tx,tx2025lcdy
50270,31.677,-104.391,2.9,50,tx,tx2025lcdx
50260,31.646,-104.361,1.8,11,tx,tx2025lcdw
50250,40.280833333333,-124.48283333333,1.79,35,nc,nc75192351
50240,31.493,-104.49,1.5,21,tx,tx2025lccv
50230,19.1371,-65.4015,3.58,12,pr,pr2025158002
